temperature,humidity,rainfall,wind_speed,soil_ph,nitrogen,organic_carbon,clay,sand,silt,cec,season,label
27.37,82.53,184.21,9.12,6.66,71.64,23.56,32.36,30.45,37.19,16.9,Kharif,Rice
26.27,56.92,80.1,9.59,6.8,29.84,15.87,26.95,47.0,26.05,21.42,Kharif,Black Gram Dal(Urd Dal)
30.47,68.46,70.61,8.78,6.97,28.97,14.56,29.38,42.48,28.14,17.8,Kharif,Black Gram Dal(Urd Dal)
29.65,58.52,121.27,10.74,6.82,65.94,20.69,35.98,42.68,21.34,22.79,Kharif,Maize
29.72,53.33,55.24,9.37,6.54,65.47,12.99,20.67,60.47,18.86,13.23,Whole Year,Water Melon
31.44,71.14,147.93,9.22,6.3,72.83,16.1,31.1,36.87,32.03,24.37,Kharif,Rice
25.93,64.34,71.59,9.48,6.41,34.01,13.44,28.74,41.06,30.2,17.3,Kharif,Black Gram Dal(Urd Dal)
20.7,59.69,117.39,6.5,5.55,42.18,14.4,24.07,47.34,28.59,15.11,Rabi,Beans
28.32,71.1,125.5,7.65,6.88,92.59,11.11,30.43,43.69,25.88,20.47,Whole Year,Papaya
26.58,58.08,69.19,10.05,6.45,30.31,10.33,31.42,41.14,27.44,20.35,Kharif,Black Gram Dal(Urd Dal)
24.22,64.54,101.46,11.91,6.63,68.08,17.05,30.83,44.68,24.49,17.08,Kharif,Maize
18.92,59.75,90.28,6.23,6.5,44.8,17.84,28.12,44.12,27.76,18.25,Rabi,Beans
28.74,41.5,49.39,10.8,6.68,63.28,13.29,19.23,63.12,17.65,13.98,Whole Year,Karbuja(Musk Melon)
24.21,62.43,73.8,8.82,6.33,65.96,17.95,26.31,46.35,27.34,18.06,Whole Year,Orange
28.64,73.01,151.55,9.26,6.86,92.61,25.0,26.64,46.25,27.11,20.45,Whole Year,Papaya
27.0,75.01,161.31,8.25,6.62,85.69,25.0,31.7,44.02,24.28,18.8,Whole Year,Papaya
29.57,52.35,98.93,10.01,6.12,61.94,25.0,28.43,50.27,21.3,19.0,Whole Year,Mango
28.36,59.12,62.33,9.95,6.8,51.37,14.36,28.38,50.1,21.52,20.19,Whole Year,Grapes
28.49,62.01,84.73,12.94,7.2,59.26,25.0,30.06,41.25,28.69,18.98,Whole Year,Pomegranate
26.28,57.49,93.33,8.23,7.06,74.11,25.0,28.27,41.38,30.35,21.46,Whole Year,Pomegranate
20.2,62.26,108.03,5.24,5.87,37.43,20.34,21.22,47.85,30.93,19.2,Rabi,Beans
26.47,58.18,70.79,13.99,6.9,57.19,13.18,27.91,44.96,27.13,17.32,Whole Year,Grapes
21.73,61.55,106.85,11.02,6.68,74.57,16.78,27.69,46.55,25.76,20.63,Whole Year,Orange
25.32,49.07,75.45,10.33,6.98,45.98,12.28,26.28,49.63,24.09,17.32,Whole Year,Grapes
26.71,55.87,178.28,7.56,7.14,54.27,13.75,36.23,29.19,34.58,32.15,Kharif,Cotton
31.44,56.87,80.19,8.81,6.96,35.79,14.86,33.21,39.66,27.13,15.19,Kharif,Black Gram Dal(Urd Dal)
28.18,71.69,185.29,9.31,6.5,82.96,23.41,24.52,37.08,38.4,26.1,Kharif,Rice
26.81,60.52,125.97,7.4,6.51,72.77,16.94,34.26,43.16,22.58,20.44,Kharif,Maize
24.06,66.26,116.7,13.08,6.9,74.37,18.83,30.23,45.1,24.67,19.34,Kharif,Maize
29.2,73.46,164.37,8.91,6.87,77.5,25.0,32.33,34.67,33.0,20.89,Whole Year,Banana
29.18,74.06,163.11,9.59,6.49,76.63,19.16,25.83,37.15,37.02,20.95,Kharif,Rice
28.9,77.9,174.86,9.14,6.65,89.84,25.0,31.23,35.8,32.97,26.63,Whole Year,Banana
26.85,65.86,141.16,10.9,6.81,60.32,12.34,35.79,31.35,32.86,27.07,Kharif,Cotton
24.96,57.99,57.53,9.1,7.24,50.79,14.94,22.0,51.08,26.92,18.83,Whole Year,Grapes
16.37,58.27,102.28,8.66,6.12,44.48,9.91,23.17,47.31,29.52,16.44,Rabi,Beans
23.83,69.54,185.65,6.91,6.94,94.87,25.0,27.76,37.28,34.96,23.4,Whole Year,Banana
29.31,66.18,68.78,8.84,6.84,37.86,12.4,32.42,42.48,25.1,17.26,Kharif,Black Gram Dal(Urd Dal)
18.69,57.13,75.99,6.21,6.06,40.83,14.33,27.41,44.96,27.63,15.56,Rabi,Beans
31.34,49.87,65.88,12.19,6.68,63.74,14.22,17.47,65.56,16.97,16.67,Whole Year,Water Melon
28.97,62.61,143.25,8.86,7.34,57.95,14.07,37.43,30.29,32.28,31.33,Kharif,Cotton
29.4,73.39,160.9,9.42,7.09,69.39,20.92,30.12,37.17,32.71,22.98,Kharif,Rice
30.58,48.09,50.02,11.15,6.71,77.62,15.95,15.38,64.13,20.49,12.41,Whole Year,Water Melon
30.9,81.11,166.11,7.58,6.33,86.9,24.11,31.28,37.24,31.48,20.75,Kharif,Rice
32.06,82.08,141.08,10.78,6.93,69.24,20.36,27.13,49.06,23.81,22.12,Whole Year,Papaya
31.27,54.01,59.13,11.61,6.44,73.56,14.48,21.7,56.79,21.51,13.02,Whole Year,Water Melon
28.87,44.78,47.86,11.51,6.29,54.96,12.76,17.2,62.08,20.72,17.13,Whole Year,Karbuja(Musk Melon)
24.67,73.4,116.66,7.28,7.22,60.49,15.2,25.68,49.06,25.26,18.7,Whole Year,Orange
34.07,51.81,63.55,9.11,6.74,59.94,15.6,15.55,60.5,23.95,14.73,Whole Year,Karbuja(Musk Melon)
27.06,59.67,124.34,10.29,6.83,84.67,16.45,33.01,43.63,23.36,22.76,Kharif,Maize
24.49,57.78,64.29,12.25,6.69,62.0,20.26,27.62,47.65,24.73,17.17,Whole Year,Grapes
30.56,44.86,59.41,12.52,6.39,72.02,14.83,19.87,59.42,20.71,16.63,Whole Year,Water Melon
30.47,52.35,91.68,5.52,6.36,83.52,20.37,31.27,45.97,22.76,23.15,Whole Year,Mango
30.39,75.4,203.85,8.65,6.45,83.05,21.8,29.14,41.52,29.34,25.56,Whole Year,Banana
28.99,76.99,189.87,6.12,6.76,80.91,25.0,31.05,37.68,31.27,24.01,Whole Year,Banana
29.68,77.15,152.49,10.45,6.75,79.11,21.48,23.58,51.69,24.73,17.36,Whole Year,Papaya
31.37,44.57,38.34,11.49,6.51,62.74,16.98,17.57,58.3,24.13,10.6,Whole Year,Karbuja(Musk Melon)
26.64,72.29,204.47,8.64,6.64,88.17,25.0,27.72,37.77,34.51,25.13,Kharif,Rice
27.87,68.68,163.55,7.38,6.56,88.25,25.0,29.07,34.11,36.82,28.07,Whole Year,Banana
26.24,73.64,176.16,7.88,6.81,87.82,23.98,27.41,37.76,34.83,24.56,Kharif,Rice
25.58,68.57,198.33,10.91,7.07,76.96,25.0,31.95,34.1,33.95,24.23,Whole Year,Banana
23.2,59.89,125.9,9.97,6.38,67.61,20.15,28.0,47.67,24.33,17.04,Whole Year,Orange
29.68,56.53,143.89,7.58,6.89,58.44,10.32,37.33,28.5,34.17,34.01,Kharif,Cotton
21.07,58.87,109.83,8.55,6.63,73.96,13.56,24.51,44.36,31.13,20.87,Whole Year,Orange
27.19,61.25,140.89,7.53,7.48,61.41,15.49,38.55,25.76,35.69,31.6,Kharif,Cotton
25.86,55.23,99.63,9.32,7.17,57.19,23.12,30.97,40.98,28.05,21.18,Whole Year,Pomegranate
28.76,76.33,142.39,10.08,7.03,82.29,17.71,24.94,45.77,29.29,21.38,Whole Year,Papaya
31.0,53.16,46.8,9.77,6.56,71.88,15.61,20.21,60.74,19.05,10.35,Whole Year,Water Melon
26.63,70.13,162.03,6.22,6.78,94.66,25.0,27.08,35.54,37.38,24.25,Whole Year,Banana
27.9,55.94,81.99,10.0,6.61,31.58,14.62,30.94,42.62,26.44,16.52,Kharif,Black Gram Dal(Urd Dal)
27.29,78.02,143.99,9.11,6.38,90.63,21.67,29.94,35.23,34.83,21.69,Kharif,Rice
29.95,62.66,83.15,8.09,6.6,36.2,10.11,30.87,43.37,25.76,18.9,Kharif,Black Gram Dal(Urd Dal)
28.7,54.65,146.43,9.44,7.15,62.48,16.31,41.49,26.83,31.68,32.83,Kharif,Cotton
27.83,63.47,79.32,8.27,6.45,33.8,10.49,32.49,38.14,29.37,16.87,Kharif,Black Gram Dal(Urd Dal)
32.45,61.47,143.31,6.79,6.4,68.03,18.14,32.46,44.02,23.52,22.43,Whole Year,Mango
28.15,74.24,167.04,5.52,6.73,78.26,21.06,26.56,39.22,34.22,26.56,Kharif,Rice
21.32,65.81,124.17,9.27,6.93,70.71,25.0,23.48,49.14,27.38,16.3,Whole Year,Orange
28.04,52.53,67.56,9.14,6.76,77.83,13.05,17.44,64.68,17.88,11.04,Whole Year,Water Melon
27.04,73.73,139.31,5.88,6.96,77.59,17.44,28.5,47.0,24.5,23.52,Whole Year,Papaya
25.27,65.91,130.41,9.65,6.77,64.61,20.77,26.9,48.55,24.55,16.58,Whole Year,Orange
26.92,74.71,169.23,10.97,6.74,72.18,22.79,28.37,32.92,38.71,26.87,Kharif,Rice
32.41,50.6,38.26,9.8,6.99,82.28,16.32,18.48,62.38,19.14,17.14,Whole Year,Water Melon
28.66,78.46,170.91,7.53,6.59,90.14,25.0,28.63,36.45,34.92,25.81,Whole Year,Banana
26.73,70.28,71.63,7.3,6.86,23.92,11.95,34.37,40.95,24.68,15.94,Kharif,Black Gram Dal(Urd Dal)
26.21,66.74,90.87,8.4,6.9,35.04,7.16,32.06,41.13,26.81,19.78,Kharif,Black Gram Dal(Urd Dal)
32.63,51.52,51.1,11.39,6.61,70.95,9.9,16.41,63.65,19.94,10.76,Whole Year,Karbuja(Musk Melon)
28.06,78.92,181.16,8.82,6.85,84.89,25.0,28.65,39.67,31.68,20.13,Whole Year,Banana
25.29,67.13,127.58,11.25,6.91,70.02,14.66,31.25,46.62,22.13,18.69,Kharif,Maize
30.91,75.69,142.6,10.27,6.59,67.7,17.9,25.92,44.78,29.3,24.22,Whole Year,Papaya
32.83,44.92,39.01,8.51,6.58,82.74,13.02,18.98,62.1,18.92,12.52,Whole Year,Karbuja(Musk Melon)
20.72,64.35,102.69,7.92,6.48,58.27,17.41,23.99,48.98,27.03,16.36,Whole Year,Orange
28.24,74.4,168.88,8.45,6.89,101.52,23.37,29.06,33.51,37.43,20.46,Kharif,Rice
28.32,61.47,129.12,8.71,7.2,52.71,12.07,35.96,29.41,34.63,36.05,Kharif,Cotton
17.42,62.9,92.29,7.52,6.15,33.32,11.56,24.24,49.54,26.22,16.92,Rabi,Beans
28.74,57.83,58.3,7.36,6.82,29.6,7.72,29.83,43.57,26.6,20.34,Kharif,Black Gram Dal(Urd Dal)
27.98,61.1,118.28,10.03,6.83,67.97,19.19,34.63,42.78,22.59,24.67,Kharif,Maize
26.54,54.04,83.91,9.95,6.56,65.68,25.0,31.8,41.68,26.52,19.27,Whole Year,Mango
36.73,54.32,73.8,11.01,6.7,78.64,20.9,18.9,62.42,18.68,12.69,Whole Year,Water Melon
24.11,64.98,87.21,6.07,6.05,36.81,11.83,27.34,40.47,32.19,18.82,Rabi,Beans
32.59,46.49,68.17,10.21,6.42,89.86,14.18,16.16,65.51,18.33,17.58,Whole Year,Water Melon
27.79,66.03,72.86,8.7,7.15,30.4,11.77,30.7,41.34,27.96,17.37,Kharif,Black Gram Dal(Urd Dal)
20.91,52.08,86.44,6.56,6.28,40.44,10.31,27.51,45.58,26.91,15.78,Rabi,Beans
32.47,57.66,87.36,15.49,6.52,89.36,8.53,22.86,60.43,16.71,14.64,Whole Year,Water Melon
24.11,55.02,62.54,11.53,6.73,52.6,16.37,24.54,53.67,21.79,19.44,Whole Year,Grapes
24.7,77.15,171.49,13.0,6.62,89.37,25.0,27.82,34.75,37.43,25.91,Whole Year,Banana
23.59,62.52,121.51,6.45,6.65,65.76,17.95,29.75,45.63,24.62,17.59,Whole Year,Orange
27.92,70.71,63.18,8.74,6.56,47.94,10.24,32.97,42.39,24.64,18.6,Kharif,Black Gram Dal(Urd Dal)
27.38,62.48,102.03,9.53,6.65,89.2,13.07,28.97,41.91,29.12,20.28,Kharif,Maize
26.08,60.11,77.38,10.01,6.77,36.4,13.57,31.55,44.6,23.85,19.44,Kharif,Black Gram Dal(Urd Dal)
26.45,66.45,118.96,9.52,6.65,69.17,18.33,31.98,42.69,25.33,14.77,Kharif,Maize
30.99,54.0,75.05,10.82,6.73,76.98,17.98,18.2,60.32,21.48,14.36,Whole Year,Water Melon
31.04,73.65,158.83,11.15,6.65,83.97,18.66,26.78,49.42,23.8,21.6,Whole Year,Papaya
29.8,50.27,58.33,10.31,6.7,81.83,10.62,16.27,64.87,18.86,13.77,Whole Year,Water Melon
32.9,48.19,48.21,11.81,6.79,59.64,13.6,16.59,62.98,20.43,16.07,Whole Year,Water Melon
28.72,55.49,109.27,10.14,6.47,63.45,22.33,28.32,46.56,25.12,22.61,Whole Year,Mango
28.76,71.01,175.73,9.78,6.7,101.19,25.0,28.35,36.3,35.35,25.27,Whole Year,Banana
28.88,52.83,39.52,10.5,6.6,70.26,11.23,21.59,59.18,19.23,11.82,Whole Year,Karbuja(Musk Melon)
28.37,62.39,128.47,8.86,6.92,62.94,14.75,38.64,27.71,33.65,35.11,Kharif,Cotton
29.1,54.71,168.45,10.89,6.73,62.0,12.93,38.94,28.29,32.77,31.84,Kharif,Cotton
28.26,54.97,151.95,8.3,6.67,60.54,16.9,37.03,29.93,33.04,33.48,Kharif,Cotton
28.67,74.93,198.69,7.98,6.83,83.47,25.0,30.01,34.22,35.77,23.32,Whole Year,Banana
28.83,63.24,77.87,7.37,7.2,37.09,13.05,29.89,45.19,24.92,18.95,Kharif,Black Gram Dal(Urd Dal)
28.41,58.08,117.79,9.75,7.22,77.13,25.0,32.39,44.94,22.67,17.14,Kharif,Maize
28.25,74.92,170.49,10.27,6.79,78.48,25.0,27.18,37.37,35.45,22.73,Whole Year,Banana
30.51,58.75,167.22,8.9,7.03,63.55,17.26,37.31,28.07,34.62,30.31,Kharif,Cotton
29.05,48.5,53.15,13.34,6.66,79.87,10.99,19.23,59.36,21.41,15.49,Whole Year,Karbuja(Musk Melon)
29.1,68.37,70.89,9.85,6.89,35.01,10.94,33.31,41.72,24.97,17.92,Kharif,Black Gram Dal(Urd Dal)
23.68,60.28,98.14,6.06,6.67,77.11,18.84,31.14,40.42,28.44,21.35,Whole Year,Orange
29.88,59.2,59.37,7.07,6.81,37.62,17.81,29.6,42.37,28.03,16.37,Kharif,Black Gram Dal(Urd Dal)
26.89,62.42,85.33,12.19,7.04,69.29,25.0,31.57,44.38,24.05,22.55,Whole Year,Pomegranate
26.99,60.97,110.14,6.43,6.45,83.0,16.86,41.1,33.86,25.04,16.4,Kharif,Maize
27.71,73.16,194.13,8.85,6.56,94.64,22.77,31.37,36.54,32.09,26.78,Whole Year,Banana
28.9,74.14,147.8,7.27,6.89,68.88,25.0,25.29,45.98,28.73,22.91,Whole Year,Papaya
28.08,70.96,174.06,12.27,6.48,77.0,25.0,29.71,36.47,33.82,25.06,Kharif,Rice
27.17,65.67,58.88,8.66,6.79,38.45,11.33,27.17,47.83,25.0,15.64,Kharif,Black Gram Dal(Urd Dal)
32.23,49.66,60.39,10.54,6.39,56.21,16.88,16.75,62.41,20.84,11.53,Whole Year,Karbuja(Musk Melon)
32.1,49.85,52.54,12.96,6.72,61.19,13.16,18.05,63.24,18.71,17.97,Whole Year,Karbuja(Musk Melon)
30.16,82.34,150.9,8.71,6.5,79.43,25.0,34.61,32.69,32.7,19.39,Kharif,Rice
24.12,65.56,91.8,8.74,6.71,69.21,15.87,26.66,47.84,25.5,19.46,Whole Year,Orange
27.53,58.1,75.54,9.18,6.79,65.33,16.03,25.6,50.64,23.76,19.03,Whole Year,Grapes
31.59,47.61,55.39,12.08,6.62,73.8,12.11,19.89,58.51,21.6,14.97,Whole Year,Karbuja(Musk Melon)
31.67,50.73,39.3,8.86,6.85,68.34,20.42,19.52,61.36,19.12,10.14,Whole Year,Karbuja(Musk Melon)
29.13,46.58,67.26,10.2,6.62,75.15,16.97,20.31,63.13,16.56,11.84,Whole Year,Water Melon
26.36,50.1,81.61,10.53,6.93,52.82,18.49,23.28,50.87,25.85,15.34,Whole Year,Grapes
25.21,65.95,69.2,8.75,6.82,28.93,14.03,29.8,46.79,23.41,19.58,Kharif,Black Gram Dal(Urd Dal)
30.11,60.86,108.97,9.22,6.5,59.76,19.07,35.7,41.45,22.85,21.48,Kharif,Maize
26.15,56.77,99.88,9.83,6.61,62.17,10.82,37.36,38.33,24.31,14.23,Kharif,Maize
29.93,51.44,71.62,15.09,6.57,65.6,14.5,15.83,64.72,19.45,13.09,Whole Year,Water Melon
29.51,65.36,123.6,12.61,6.95,66.22,17.82,29.58,41.75,28.67,20.96,Kharif,Maize
28.4,60.69,162.7,7.2,7.34,62.11,14.32,36.94,31.33,31.73,29.12,Kharif,Cotton
24.46,64.85,83.42,10.75,6.78,39.9,14.92,32.79,42.75,24.46,15.88,Kharif,Black Gram Dal(Urd Dal)
26.18,74.33,183.13,7.4,6.68,82.35,25.0,31.34,35.17,33.49,29.54,Whole Year,Banana
30.3,50.29,58.92,10.93,6.68,79.56,16.77,17.04,63.78,19.18,14.88,Whole Year,Water Melon
24.04,56.55,89.42,9.38,6.61,39.85,13.79,26.6,44.59,28.81,17.1,Rabi,Beans
25.51,63.03,164.5,9.45,6.91,91.19,25.0,29.74,30.02,40.24,23.98,Kharif,Rice
27.2,58.87,80.42,12.35,6.89,74.79,24.29,35.35,37.88,26.77,22.94,Whole Year,Pomegranate
19.29,56.52,100.5,7.71,6.14,38.38,16.69,27.98,44.14,27.88,16.1,Rabi,Beans
30.02,58.88,125.32,11.59,7.22,56.33,13.9,38.81,30.64,30.55,33.32,Kharif,Cotton
31.1,61.77,68.52,11.35,6.71,37.9,13.93,27.42,45.12,27.46,20.14,Kharif,Black Gram Dal(Urd Dal)
24.56,50.81,40.93,10.39,6.74,70.55,15.91,18.19,61.23,20.58,12.3,Whole Year,Karbuja(Musk Melon)
27.08,54.38,132.44,8.5,6.95,57.17,14.43,34.44,32.2,33.36,33.25,Kharif,Cotton
29.49,41.69,50.26,11.48,6.78,76.01,14.28,19.13,62.14,18.73,13.04,Whole Year,Karbuja(Musk Melon)
28.48,74.2,176.92,11.78,6.52,79.27,25.0,30.58,33.57,35.85,24.14,Whole Year,Banana
32.04,46.85,65.17,10.18,6.78,60.73,16.9,17.05,61.76,21.19,14.92,Whole Year,Water Melon
28.48,91.41,182.72,11.74,6.42,77.72,25.0,27.92,33.85,38.23,25.34,Kharif,Rice
30.04,50.34,122.57,9.0,6.69,71.54,18.47,30.62,44.5,24.88,22.32,Whole Year,Mango
29.0,75.77,205.01,9.07,6.51,94.78,25.0,26.02,39.46,34.52,25.98,Whole Year,Banana
29.03,55.48,137.72,10.48,7.02,67.01,11.9,34.2,30.14,35.66,32.0,Kharif,Cotton
31.11,50.82,64.57,11.49,7.15,75.02,8.61,15.77,66.58,17.65,12.04,Whole Year,Water Melon
25.27,56.21,155.22,8.21,7.33,68.14,14.62,38.21,30.25,31.54,35.91,Kharif,Cotton
32.23,69.1,123.64,9.27,6.42,89.62,21.99,25.36,50.43,24.21,23.47,Whole Year,Papaya
30.82,53.14,49.76,13.91,6.8,74.09,13.04,18.7,61.81,19.49,16.25,Whole Year,Water Melon
27.69,56.01,63.94,11.21,7.45,71.5,25.0,34.12,41.15,24.73,22.98,Whole Year,Pomegranate
26.56,51.62,69.57,8.76,6.71,52.37,16.22,25.25,52.04,22.71,17.77,Whole Year,Grapes
31.58,70.93,174.33,8.8,6.47,84.52,23.04,27.3,43.83,28.87,19.73,Whole Year,Papaya
28.6,55.16,121.76,8.94,6.72,66.2,16.11,30.8,43.26,25.94,20.54,Whole Year,Mango
27.74,63.22,63.88,7.95,6.92,39.88,11.66,28.36,44.89,26.75,17.68,Kharif,Black Gram Dal(Urd Dal)
28.75,70.68,150.99,9.13,6.67,66.4,25.0,26.44,47.23,26.33,22.51,Whole Year,Papaya
25.1,52.69,81.33,6.86,5.83,46.78,16.5,26.67,45.08,28.25,20.5,Rabi,Beans
28.12,47.07,65.39,9.86,6.93,82.06,14.35,22.04,56.55,21.41,9.87,Whole Year,Karbuja(Musk Melon)
35.92,56.69,109.84,9.28,6.01,58.2,20.2,26.9,48.24,24.86,26.21,Whole Year,Mango
29.31,69.27,166.84,9.41,6.83,58.73,25.0,29.95,34.73,35.32,30.78,Whole Year,Banana
28.83,72.83,180.76,9.0,6.59,95.47,22.48,30.48,34.49,35.03,21.26,Kharif,Rice
26.44,55.23,59.84,10.89,6.79,64.74,25.0,27.93,40.99,31.08,20.69,Whole Year,Pomegranate
24.42,60.78,69.91,9.91,6.77,60.2,15.03,25.57,52.2,22.23,14.51,Whole Year,Grapes
28.2,59.84,154.87,9.82,6.99,62.05,24.69,31.72,37.04,31.24,21.36,Kharif,Maize
21.32,54.93,65.31,8.13,6.84,54.32,15.45,26.1,46.69,27.21,21.02,Whole Year,Grapes
24.83,54.6,61.82,8.18,6.44,54.79,19.04,20.62,51.77,27.61,17.79,Whole Year,Grapes
22.47,65.84,85.77,5.47,6.37,38.69,20.31,27.98,46.03,25.99,14.86,Rabi,Beans
28.03,58.52,136.17,10.74,7.19,61.33,14.52,39.15,29.74,31.11,30.8,Kharif,Cotton
24.74,68.99,204.1,8.71,6.68,86.3,25.0,32.42,35.78,31.8,24.65,Whole Year,Banana
23.3,64.55,113.2,10.29,6.58,66.95,17.67,29.44,43.33,27.23,17.65,Whole Year,Orange
31.69,42.85,52.07,9.49,7.01,78.73,10.8,17.94,61.09,20.97,16.27,Whole Year,Karbuja(Musk Melon)
25.66,61.85,131.13,8.01,6.69,70.08,12.73,37.89,26.99,35.12,27.42,Kharif,Cotton
27.17,56.19,89.86,10.35,7.08,74.15,25.0,33.55,41.28,25.17,21.44,Whole Year,Pomegranate
29.35,54.97,49.04,9.05,7.1,68.37,12.79,17.73,63.44,18.83,12.45,Whole Year,Water Melon
27.26,56.48,70.63,11.26,6.91,62.26,10.74,23.16,51.64,25.2,19.13,Whole Year,Grapes
24.66,58.04,102.35,8.79,5.9,36.23,17.2,25.5,44.4,30.1,19.36,Rabi,Beans
30.44,53.18,54.93,10.2,6.78,51.53,15.23,15.97,63.85,20.18,9.43,Whole Year,Karbuja(Musk Melon)
29.06,66.12,88.43,9.64,6.7,72.65,14.74,39.46,39.96,20.58,23.72,Kharif,Maize
26.08,53.07,75.16,9.28,6.88,56.03,19.93,27.12,50.64,22.24,16.23,Whole Year,Grapes
31.58,71.94,160.11,6.28,6.73,84.33,16.18,28.25,46.3,25.45,19.86,Whole Year,Papaya
21.83,60.55,112.41,7.74,6.4,46.19,16.39,29.37,43.85,26.78,19.38,Rabi,Beans
22.31,63.0,101.02,6.7,6.67,78.0,15.9,28.21,47.4,24.39,17.06,Whole Year,Orange
19.02,66.03,105.09,8.21,6.24,39.17,13.74,29.02,45.27,25.71,15.87,Rabi,Beans
29.68,63.07,62.13,11.77,6.9,30.36,10.86,34.55,42.56,22.89,18.98,Kharif,Black Gram Dal(Urd Dal)
22.84,56.97,107.86,8.22,6.85,74.61,22.27,27.03,48.86,24.11,18.71,Whole Year,Orange
24.78,61.94,92.79,9.5,6.73,65.48,18.04,24.49,48.19,27.32,17.9,Whole Year,Orange
19.18,61.15,123.11,7.25,6.45,30.92,14.64,25.38,47.36,27.26,20.67,Rabi,Beans
23.97,56.76,82.47,7.36,5.72,43.68,12.12,26.92,43.4,29.68,14.78,Rabi,Beans
33.25,51.57,44.69,10.97,6.68,79.52,21.77,18.75,64.27,16.98,14.78,Whole Year,Water Melon
23.92,74.46,191.79,11.41,6.84,88.8,22.76,29.15,35.49,35.36,21.87,Kharif,Rice
28.66,61.1,82.79,8.28,7.07,83.64,25.0,28.86,40.37,30.77,22.19,Whole Year,Pomegranate
24.59,53.08,70.55,11.65,6.64,56.26,18.58,22.28,53.47,24.25,21.13,Whole Year,Grapes
30.39,72.33,167.32,10.14,6.34,73.45,25.0,26.47,35.76,37.77,21.96,Whole Year,Banana
25.21,60.65,57.77,8.14,7.28,41.19,12.03,25.74,42.45,31.81,17.22,Kharif,Black Gram Dal(Urd Dal)
28.35,73.29,156.83,6.95,6.16,85.63,25.0,29.04,34.67,36.29,24.48,Kharif,Rice
29.09,57.31,101.14,10.07,7.24,74.25,25.0,32.79,38.48,28.73,21.72,Whole Year,Pomegranate
30.24,61.22,85.48,11.09,6.99,78.65,25.0,30.55,40.86,28.59,22.18,Whole Year,Pomegranate
28.14,57.18,88.82,10.6,7.39,73.17,25.0,29.05,40.5,30.45,24.91,Whole Year,Pomegranate
27.82,67.61,121.21,9.51,6.68,76.06,13.92,25.52,45.29,29.19,19.07,Whole Year,Orange
20.43,58.64,103.59,6.83,5.99,48.84,17.46,28.0,44.02,27.98,17.51,Rabi,Beans
26.55,52.31,130.94,7.75,6.69,72.59,18.97,37.74,38.32,23.94,21.64,Kharif,Maize
33.81,55.42,131.05,7.81,6.57,71.07,13.98,27.79,44.1,28.11,18.62,Whole Year,Mango
31.65,47.64,45.26,11.3,6.22,69.45,10.17,20.33,60.34,19.33,13.14,Whole Year,Karbuja(Musk Melon)
21.85,61.25,112.42,6.02,6.31,31.73,14.16,28.54,40.79,30.67,15.61,Rabi,Beans
28.76,55.38,80.12,9.23,7.38,67.63,25.0,32.24,41.97,25.79,18.79,Whole Year,Pomegranate
27.7,54.87,83.06,11.0,7.2,71.13,25.0,33.22,39.8,26.98,21.67,Whole Year,Pomegranate
28.69,61.3,113.2,8.43,6.7,73.17,17.05,35.18,40.11,24.71,21.15,Kharif,Maize
31.98,62.74,107.58,7.74,6.83,94.11,25.0,31.7,44.19,24.11,16.88,Whole Year,Mango
28.4,75.3,184.95,9.6,6.77,80.76,24.77,25.63,40.74,33.63,27.2,Whole Year,Banana
27.36,81.8,179.9,10.45,6.77,82.83,18.51,29.59,32.81,37.6,22.2,Kharif,Rice
28.64,60.81,113.43,9.76,6.78,70.34,15.23,31.09,44.37,24.54,21.23,Whole Year,Orange
32.67,55.21,38.42,12.44,6.48,71.39,14.95,19.46,60.05,20.49,13.46,Whole Year,Karbuja(Musk Melon)
25.11,73.35,149.45,7.57,6.8,83.8,25.0,28.33,38.29,33.38,22.94,Kharif,Rice
27.52,71.05,120.99,7.63,6.99,74.98,23.04,28.41,47.19,24.4,18.56,Whole Year,Papaya
28.96,79.75,195.28,8.77,6.84,91.54,25.0,29.04,35.21,35.75,23.35,Whole Year,Banana
27.67,75.17,174.88,8.96,6.76,81.43,25.0,26.88,36.13,36.99,23.82,Kharif,Rice
20.93,58.01,91.63,8.56,6.62,36.69,12.46,27.04,45.09,27.87,19.03,Rabi,Beans
34.79,39.75,61.72,12.94,6.61,83.13,16.54,17.56,64.43,18.01,15.68,Whole Year,Water Melon
27.02,64.95,111.78,8.04,6.58,62.34,14.37,28.74,45.01,26.25,15.89,Whole Year,Orange
30.79,45.93,42.96,9.67,6.39,67.5,19.63,23.13,57.72,19.15,11.03,Whole Year,Karbuja(Musk Melon)
25.3,68.57,61.22,9.34,6.13,39.82,14.82,25.15,44.8,30.05,19.36,Rabi,Beans
30.63,59.94,129.75,9.21,6.74,70.51,13.35,39.47,30.81,29.72,34.27,Kharif,Cotton
26.43,64.55,130.64,8.58,6.64,82.08,9.11,33.47,45.54,20.99,17.83,Kharif,Maize
29.91,63.36,136.07,9.18,6.74,60.06,15.82,33.4,43.85,22.75,25.5,Kharif,Maize
19.13,52.18,96.24,6.08,6.13,44.26,15.79,27.97,44.39,27.64,17.55,Rabi,Beans
30.57,68.82,117.19,7.99,6.72,79.95,17.56,27.94,44.78,27.28,16.58,Whole Year,Papaya
